open_time,open_price,high_price,low_price,close_price,volume,turnover
1696784400000,27899.8,27930,27899.8,27930,98.52,2749843.7133
1696784700000,27930,27933.2,27898.1,27898.3,83.881,2341703.6822
1696785000000,27898.3,27900.8,27887,27887.1,85.927,2396762.068
1696785300000,27887.1,27892.1,27887,27892,27.756,774093.0908
1696785600000,27892,27892.1,27870.1,27870.1,67.701,1887483.6771
1696785900000,27870.1,27885.4,27867.1,27875,126.661,3530342.9238
1696786200000,27875,27876.7,27869.7,27869.7,53.509,1491521.47
1696786500000,27869.7,27878.2,27869.7,27878.2,28.448,792913.6742
1696786800000,27878.2,27882.6,27876.3,27882.6,39.296,1095576.9594
1696787100000,27882.6,27882.6,27859.9,27860,92.719,2584071.8506
1696787400000,27860,27868.3,27859.9,27868.3,85.759,2389455.6405
1696787700000,27868.3,27868.3,27861,27861,49.569,1381225.2652
1696788000000,27861,27861.1,27849.6,27849.9,267.966,7463412.0537
1696788300000,27849.9,27850,27822.5,27839.3,458.29,12757120.4889
1696788600000,27839.3,27848.2,27830.2,27841.8,109.816,3056787.7717
1696788900000,27841.8,27843.1,27783.6,27797.1,844.287,23476530.8779
1696789200000,27797.1,27822.1,27797.1,27809.7,385.56,10724534.0338
1696789500000,27809.7,27814.9,27792,27802.6,190.003,5282795.982
1696789800000,27802.6,27815.1,27799.7,27808.1,243.173,6761167.7448
1696790100000,27808.1,27817.8,27808,27817.8,86.07,2393734.8868
1696790400000,27817.8,27843.5,27817.7,27829.4,348.266,9693206.7447
1696790700000,27829.4,27846.9,27829.3,27846.9,151.156,4208344.2328
1696791000000,27846.9,27846.9,27838.8,27843,92.352,2571306.6516
1696791300000,27843,27857.9,27843,27857.9,96.959,2700441.9305
1696791600000,27857.9,27896.4,27857.8,27894.9,340.862,9503208.9013
1696791900000,27894.9,27906,27884,27888.8,307.728,8584184.3788
1696792200000,27888.8,27896,27888.8,27894.6,87.277,2434426.2004
1696792500000,27894.6,27899.8,27871.9,27885.5,208.425,5811441.8265
1696792800000,27885.5,27887.8,27866.2,27866.2,73.605,2052033.0735
1696793100000,27866.2,27893,27866.2,27889.1,260.503,7264090.5346
1696793400000,27889.1,27892,27875,27875.1,71.541,1995009.8927
1696793700000,27875.1,27876.6,27868.7,27868.7,52.776,1470951.6562
1696794000000,27868.7,27875.1,27861.2,27875.1,57.025,1589133.8992
1696794300000,27875.1,27875.1,27869.4,27869.6,18.849,525347.6846
1696794600000,27869.6,27878.2,27869.5,27874.8,42.315,1179498.2844
1696794900000,27874.8,27885.5,27874.7,27881.9,107.532,2997931.7028
1696795200000,27881.9,27882.4,27873.9,27882.3,54.604,1522350.9339
1696795500000,27882.3,27882.3,27862.1,27866.4,64.48,1796910.0258
1696795800000,27866.4,27880.3,27862.2,27880.3,69.044,1924160.9267
1696796100000,27880.3,27880.3,27862.9,27868.3,33.246,926543.511
1696796400000,27868.3,27868.3,27863,27863,114.599,3193486.8554
1696796700000,27863,27874.9,27860,27874,86.034,2397352.105
1696797000000,27874,27874.9,27869.6,27874.9,64.994,1811542.0915
1696797300000,27874.9,27921.7,27874.9,27906.1,342.721,9562701.9239
1696797600000,27906.1,27911,27898.2,27899.3,116.755,3257875.405
1696797900000,27899.3,27913.2,27899.2,27913.1,48.844,1363034.9373
1696798200000,27913.1,27913.2,27903.4,27903.4,43.786,1221926.0171
1696798500000,27903.4,27903.5,27891.8,27891.9,52.755,1471721.4628
1696798800000,27891.9,27914.2,27891.8,27914.2,54.718,1526557.427
1696799100000,27914.2,27926.8,27914.1,27915.8,223.932,6252465.3376
1696799400000,27915.8,27937,27915.8,27932,258.134,7209109.5556
1696799700000,27932,27932,27906.5,27906.5,98.853,2759839.7973
1696800000000,27906.5,27918.1,27906.5,27918,28.519,795946.0924
1696800300000,27918,27918,27906.8,27906.9,53.316,1488114.5517
1696800600000,27906.9,27919.7,27875,27919.6,226.664,6322623.3653
1696800900000,27919.6,27979.8,27914.7,27939.2,811.108,22670318.6484
1696801200000,27939.2,27957.1,27939,27955.5,205.584,5746033.5089
1696801500000,27955.5,27955.6,27941.2,27941.2,74.8,2090673.1138
1696801800000,27941.2,27945.9,27940.2,27940.3,137.075,3830213.0757
1696802100000,27940.3,27940.4,27888,27903.2,343.916,9597799.1776
1696802400000,27903.2,27927.3,27886.9,27904.8,337.059,9406000.5477
1696802700000,27904.8,27904.8,27855.7,27855.7,342.665,9552977.8685
1696803000000,27855.7,27863.3,27777.7,27805.6,1493.298,41535492.6896
1696803300000,27805.6,27889.1,27792.9,27886.7,586.205,16318615.0819
1696803600000,27886.7,27913.1,27884.2,27898.5,249.671,6965186.8216
1696803900000,27898.5,27908.5,27869.4,27869.5,112.932,3149298.2712
1696804200000,27869.5,27869.5,27834.5,27869,307.045,8550967.5074
1696804500000,27869,27888.1,27858.4,27858.4,88.34,2462236.6146
1696804800000,27858.4,27889.1,27858.4,27889,62.651,1746498.2702
1696805100000,27889,27903.1,27880.8,27903.1,111.59,3112583.8904
1696805400000,27903.1,27905,27877,27885,54.84,1529822.9403
1696805700000,27885,27902.8,27885,27902.8,122.28,3411491.7235
1696806000000,27902.8,27918,27887.7,27915.2,138.793,3873150.3151
1696806300000,27915.2,27922,27913.5,27914.3,75.136,2097711.7745
1696806600000,27914.3,27925,27900.2,27922,81.417,2272939.4147
1696806900000,27922,27925,27905,27905.1,152.809,4266004.38
1696807200000,27905.1,27906.4,27887.1,27906.3,87.006,2426959.9144
1696807500000,27906.3,27911.3,27885.7,27893.1,29.362,819049.4333
1696807800000,27893.1,27901.8,27883.5,27898.8,49.021,1367333.1268
1696808100000,27898.8,27898.8,27877.2,27881.8,61.177,1705926.7136
1696808400000,27881.8,27898.7,27881.8,27898.5,85.069,2372810.4605
1696808700000,27898.5,27910,27898.4,27910,56.397,1573572.5918
1696809000000,27910,27920.7,27909.9,27913.2,57.534,1606201.6488
1696809300000,27913.2,27913.3,27899,27899,126.337,3525182.8303
1696809600000,27899,27901.2,27892.2,27892.2,142.668,3979734.7651
1696809900000,27892.2,27892.2,27864.3,27864.3,83.381,2325106.4947
1696810200000,27864.3,27875.3,27864.3,27865.3,57.784,1610567.1495
1696810500000,27865.3,27868.9,27836.8,27836.8,231.982,6460843.8636
1696810800000,27836.8,27841.1,27814.1,27836.6,343.3,9553827.9273
1696811100000,27836.6,27836.6,27800,27805.1,429.495,11944460.9321
1696811400000,27805.1,27841.6,27797.1,27836.2,387.644,10785722.1716
1696811700000,27836.2,27856.2,27836.1,27839.5,131.909,3673261.473
1696812000000,27839.5,27839.5,27812,27817,143.2,3984422.0845
1696812300000,27817,27840.8,27815.8,27834.4,146.909,4088790.6691
1696812600000,27834.4,27834.4,27790.2,27821.7,276.409,7686345.0878
1696812900000,27821.7,27830,27808,27808.1,119.868,3334849.3303
1696813200000,27808.1,27808.1,27777.3,27787.3,323.358,8985285.4065
1696813500000,27787.3,27804.2,27787.3,27790.1,201.213,5593094.1993
1696813800000,27790.1,27809,27784.6,27809,160.043,4448079.0124
1696814100000,27809,27818.8,27808,27817.9,103.967,2891643.6618
1696814400000,27817.9,27822.4,27811.8,27822.4,85.717,2384304.7213
1696814700000,27822.4,27826,27819.2,27821.1,101.138,2813956.0795
1696815000000,27821.1,27829.1,27819,27826.6,60.729,1689648.0571
1696815300000,27826.6,27828.4,27824,27824.1,44.956,1250914.4371
1696815600000,27824.1,27866.8,27824,27866.8,170.251,4741105.8253
1696815900000,27866.8,27970,27866.8,27932.6,1003.621,28032091.1724
1696816200000,27932.6,27971.4,27927.1,27959.9,645.091,18032121.3684
1696816500000,27959.9,27961.5,27931,27945.7,190.26,5316603.5587
1696816800000,27945.7,27971.5,27906.2,27916,424.045,11848191.2741
1696817100000,27916,27931.9,27913.4,27926.6,93.904,2622305.5089
1696817400000,27926.6,27945,27921.1,27943.5,75.249,2102032.4983
1696817700000,27943.5,27946.8,27926.3,27929.1,70.571,1971601.6482
1696818000000,27929.1,27940.2,27929.1,27938,71.493,1997146.9324
1696818300000,27938,27938,27920,27925.1,63.165,1763971.9659
1696818600000,27925.1,27933.7,27918.6,27933.7,120.966,3377785.9834
1696818900000,27933.7,27933.7,27917,27928,132.255,3693161.1176
1696819200000,27928,27934.8,27923.8,27925.8,94.017,2625771.7215
1696819500000,27925.8,27933.5,27925.7,27931.9,94.641,2643478.8392
1696819800000,27931.9,27931.9,27926.1,27931.9,59.431,1659952.9124
1696820100000,27931.9,27932.7,27919.8,27919.8,57.667,1610435.2159
1696820400000,27919.8,27933.4,27919.7,27932.9,56.902,1589062.239
1696820700000,27932.9,27944.8,27931,27944.8,59.474,1661421.2607
1696821000000,27944.8,27944.8,27926.1,27934.4,72.998,2039104.0914
1696821300000,27934.4,27934.6,27898,27898,170.978,4772642.6121
1696821600000,27898,27912.9,27898,27912.9,173.438,4839682.5553
1696821900000,27912.9,27919.2,27912.8,27914.4,57.616,1608347.4458
1696822200000,27914.4,27919,27903,27914.1,75.904,2118674.1029
1696822500000,27914.1,27922.6,27914.1,27922.6,38.159,1065365.718
1696822800000,27922.6,27929.9,27922.5,27926.3,36.31,1014017.9171
1696823100000,27926.3,27929.4,27919.6,27919.7,70.078,1957043.8921
1696823400000,27919.7,27921.8,27910.9,27910.9,39.637,1106594.4878
1696823700000,27910.9,27911,27900.5,27907.4,54.303,1515410.2214
1696824000000,27907.4,27920.6,27907.4,27920.6,80.566,2249081.7355
1696824300000,27920.6,27920.7,27908.9,27917.2,24.779,691722.9347
1696824600000,27917.2,27920,27916.2,27916.3,33.931,947300.4018
1696824900000,27916.3,27919,27916.2,27918.7,29.855,833486.9882
1696825200000,27918.7,27927,27918.7,27927,43.878,1225114.1741
1696825500000,27927,27932.1,27924,27932.1,112.713,3147892.2978
1696825800000,27932.1,27932.1,27924.9,27924.9,73.627,2056404.4777
1696826100000,27924.9,27932,27924.9,27932,48.775,1362265.8049
1696826400000,27932,27932,27929,27929.1,65.397,1826646.5202
1696826700000,27929.1,27929.5,27929,27929.4,73.463,2051763.6334
1696827000000,27929.4,27929.5,27914.7,27914.8,60.208,1681244.4703
1696827300000,27914.8,27917.2,27911,27917.2,34.76,970264.2181
1696827600000,27917.2,27921.4,27917.1,27921.4,74.482,2079386.5423
1696827900000,27921.4,27921.4,27915.1,27915.2,27.407,765181.0754
1696828200000,27915.2,27919.8,27913.2,27913.3,59.788,1669084.1993
1696828500000,27913.3,27913.3,27905.2,27905.3,42.619,1189505.8652
1696828800000,27905.3,27905.3,27876.3,27885.9,237.401,6621160.9797
1696829100000,27885.9,27891.9,27866.7,27866.8,356.732,9946005.1848
1696829400000,27866.8,27876.7,27862,27862.1,223.269,6221894.7268
1696829700000,27862.1,27874.4,27857,27873,253.241,7056083.246
1696830000000,27873,27873,27854.3,27854.3,160.796,4479669.6992
1696830300000,27854.3,27863.6,27854.3,27854.3,106.26,2960577.6803
1696830600000,27854.3,27857.9,27852,27855.1,158.747,4421724.6113
1696830900000,27855.1,27855.1,27844.3,27846.3,198.719,5533850.6528
1696831200000,27846.3,27857.7,27840.3,27855.1,116.766,3251771.1919
1696831500000,27855.1,27861.7,27848.8,27861.1,104.339,2906327.1287
1696831800000,27861.1,27880.4,27861,27866.5,98.773,2752948.8454
1696832100000,27866.5,27866.5,27849.2,27849.3,46.02,1282043.178
1696832400000,27849.3,27893.6,27849.2,27883.8,172.231,4800363.9369
1696832700000,27883.8,27883.8,27872.9,27873,86.39,2408557.6478
1696833000000,27873,27881.7,27864.1,27881.5,84.253,2348356.0943
1696833300000,27881.5,27890.7,27880.6,27890.2,63.866,1781037.5793
1696833600000,27890.2,27897.4,27883.5,27897.4,80.76,2252265.4851
1696833900000,27897.4,27898.4,27896.2,27896.3,54.884,1531123.4954
1696834200000,27896.3,27897.2,27892.7,27892.7,45.878,1279774.9751
1696834500000,27892.7,27892.8,27889,27889.3,64.005,1785097.4307
1696834800000,27889.3,27890.6,27867.7,27890.6,115.511,3220458.7817
1696835100000,27890.6,27894.5,27867.4,27872.1,110.904,3092239.2885
1696835400000,27872.1,27872.7,27863.7,27865,31.417,875570.5792
1696835700000,27865,27870.1,27851.5,27851.6,62.96,1754038.0656
1696836000000,27851.6,27851.8,27810.8,27810.9,680.414,18932963.2039
1696836300000,27810.9,27835.6,27810.9,27832.1,273.954,7623224.4106
1696836600000,27832.1,27842.6,27800,27807.6,314.197,8739549.828
1696836900000,27807.6,27835,27800,27834.1,257.39,7159992.2575
1696837200000,27834.1,27834.1,27812.6,27820.8,104.683,2912591.0226
1696837500000,27820.8,27832.3,27801,27819.7,154.461,4296365.6651
1696837800000,27819.7,27824.4,27812.3,27812.4,94.866,2639030.7332
1696838100000,27812.4,27813.1,27802,27802.1,137.085,3812085.0008
1696838400000,27802.1,27818.5,27796,27817.7,294.374,8184769.8828
1696838700000,27817.7,27818.3,27806.5,27810.8,155.888,4335510.0942
1696839000000,27810.8,27817.5,27810,27817.5,89.274,2482904.0481
1696839300000,27817.5,27817.5,27805,27806.2,52.222,1452337.9687
1696839600000,27806.2,27816,27805.1,27811.8,83.077,2310405.6882
1696839900000,27811.8,27811.8,27798.3,27798.3,166.451,4627741.6248
1696840200000,27798.3,27799.6,27690.3,27735.5,2316.801,64275134.2707
1696840500000,27735.5,27828.3,27719.2,27814.1,1142.415,31744489.3857
1696840800000,27814.1,27822.5,27773.3,27775.6,318.961,8863989.9563
1696841100000,27775.6,27794.6,27724.3,27740,1151.255,31950922.9758
1696841400000,27740,27759.1,27709.5,27735.6,665.075,18446057.1584
1696841700000,27735.6,27766.3,27715.7,27732.3,533.911,14810417.3187
1696842000000,27732.3,27753.6,27713.7,27752.8,582.315,16149748.9109
1696842300000,27752.8,27760.5,27743.7,27756.4,297.992,8270110.1954
1696842600000,27756.4,27783.6,27756.3,27765.8,507.315,14089364.2077
1696842900000,27765.8,27774.4,27754.2,27772.1,169.415,4703903.0681
1696843200000,27772.1,27774.9,27758.7,27758.8,98.536,2735841.7639
1696843500000,27758.8,27758.8,27740,27740.1,126.121,3499763.3862
1696843800000,27740.1,27748.3,27725.6,27745.9,246.488,6836768.3855
1696844100000,27745.9,27745.9,27650.3,27681.2,1545.485,42788686.551
1696844400000,27681.2,27716.2,27660.7,27671.2,870.248,24092277.725
1696844700000,27671.2,27671.2,27503.6,27505,5296.08,146108358.09900001
1696845000000,27505,27550,27400,27524.8,7622.287,209495363.85780001
1696845300000,27524.8,27550,27501.1,27530.7,1418.425,39041694.4421
1696845600000,27530.7,27603.1,27502.2,27560.9,1520.562,41905514.2099
1696845900000,27560.9,27560.9,27524,27547.4,719.182,19807365.2955
1696846200000,27547.4,27555.1,27526.5,27530.5,419.188,11544801.24
1696846500000,27530.5,27558.8,27509.3,27525,879.312,24206241.0859
1696846800000,27525,27530,27480,27529.9,950.121,26128568.794
1696847100000,27529.9,27560.5,27525.2,27537.4,666.896,18370916.4871
1696847400000,27537.4,27537.4,27489.1,27524.8,1038.946,28580585.6265
1696847700000,27524.8,27533.3,27486.7,27489,320.542,8818723.6537
1696848000000,27489,27512.8,27460.3,27487.7,648.714,17828511.9439
1696848300000,27487.7,27506,27453.6,27501.5,763.707,20984709.4501
1696848600000,27501.5,27554.6,27487.1,27534.9,593.847,16347702.3099
1696848900000,27534.9,27537.1,27510,27515.5,447.094,12305223.4971
1696849200000,27515.5,27515.5,27486,27495.9,268.742,7390787.7417
1696849500000,27495.9,27495.9,27457.7,27495.7,309.627,8508570.208
1696849800000,27495.7,27502.5,27479.6,27480.2,186.783,5134823.3713
1696850100000,27480.2,27480.2,27430,27455.1,772.236,21200529.7951
1696850400000,27455.1,27473.8,27406,27413.4,679.515,18642176.3282
1696850700000,27413.4,27504.6,27413.4,27498,698.196,19183981.2763
1696851000000,27498,27515.5,27465,27510.1,758.362,20853482.2541
1696851300000,27510.1,27515.2,27494.1,27511,294.921,8111497.3786
1696851600000,27511,27511,27485.8,27494.7,319.107,8775679.5977
1696851900000,27494.7,27494.8,27456.3,27460.3,226.541,6223948.9085
1696852200000,27460.3,27464.7,27378.9,27453,2143.917,58783465.0003
1696852500000,27453,27483.8,27422,27452.1,839.531,23046672.3948
1696852800000,27452.1,27452.2,27405.4,27407.2,726.078,19913589.6563
1696853100000,27407.2,27445,27401.2,27445,451.359,12376084.0324
1696853400000,27445,27445,27400,27420.6,405.705,11120263.5448
1696853700000,27420.6,27498.9,27359.1,27494.3,2157.433,59185902.7499
1696854000000,27494.3,27494.4,27422.4,27459.6,754.839,20731343.7692
1696854300000,27459.6,27517.5,27455.1,27510.7,1016.434,27950931.9942
1696854600000,27510.7,27539,27495.2,27511.6,1485.703,40890796.1063
1696854900000,27511.6,27511.6,27454.9,27482.8,699.983,19233979.5666
1696855200000,27482.8,27499.5,27464.2,27465.7,336.255,9241050.1582
1696855500000,27465.7,27473.5,27445.1,27463.2,441.382,12119393.57
1696855800000,27463.2,27470.7,27452.7,27470.5,202.918,5572853.7406
1696856100000,27470.5,27477.1,27424.5,27424.5,561.076,15401666.7041
1696856400000,27424.5,27450,27375,27386.8,1515.32,41525005.2873
1696856700000,27386.8,27434.3,27339.8,27434.1,1761.615,48242157.006
1696857000000,27434.1,27435.6,27412.4,27420.6,742.052,20350302.9219
1696857300000,27420.6,27430,27406.4,27430,386.258,10590615.7291
1696857600000,27430,27477,27430,27457.8,609.838,16746884.5025
1696857900000,27457.8,27457.8,27438.6,27445.5,203.697,5590702.9391
1696858200000,27445.5,27478.2,27438.6,27438.6,442.23,12141716.4576
1696858500000,27438.6,27468.9,27418,27467.3,463.878,12728898.5243
1696858800000,27467.3,27516,27467.2,27504.5,801.753,22045723.7693
1696859100000,27504.5,27510.5,27474.5,27510.5,553.83,15223293.293
1696859400000,27510.5,27513.4,27475.9,27488.3,247.494,6803725.3124
1696859700000,27488.3,27516.6,27474.9,27505.9,376.482,10354357.2137
1696860000000,27505.9,27530,27480,27480.1,786.926,21646371.965
1696860300000,27480.1,27484.4,27460,27480.1,330.291,9073505.0724
1696860600000,27480.1,27489.6,27473.1,27474,175.265,4816240.3842
1696860900000,27474,27527.2,27473.6,27525.5,428.073,11775467.4157
1696861200000,27525.5,27570.1,27515.7,27557.3,769.136,21187570.8105
1696861500000,27557.3,27557.3,27507.5,27510,418.904,11532124.0413
1696861800000,27510,27531.5,27487.2,27504.1,362.347,9967229.4019
1696862100000,27504.1,27504.1,27479.6,27496.3,237.183,6520784.0563
1696862400000,27496.3,27496.3,27477,27478.1,271.184,7453617.8277
1696862700000,27478.1,27478.1,27450.5,27450.5,266.93,7331640.8876
1696863000000,27450.5,27484,27444.4,27476.2,627.946,17244823.7461
1696863300000,27476.2,27498.7,27475,27483,136.932,3763934.4916
1696863600000,27483,27484,27452,27476.7,474.364,13029087.2855
1696863900000,27476.7,27482,27465.8,27477,160.523,4410563.7248
1696864200000,27477,27501,27465.7,27500.5,240.374,6607649.6599
1696864500000,27500.5,27507.9,27491.3,27495,178.463,4907905.477
1696864800000,27495,27495.1,27471.1,27476.5,147.11,4043246.2949
1696865100000,27476.5,27526.8,27475.3,27510.3,620.51,17064403.3672
1696865400000,27510.3,27515.9,27480.5,27486.7,342.541,9417786.6033
1696865700000,27486.7,27508.6,27486.7,27502.5,98.482,2708127.2443
1696866000000,27502.5,27505,27480.9,27490,224.648,6175389.1844
1696866300000,27490,27492.4,27430,27455.5,723.046,19846895.7926
1696866600000,27455.5,27455.9,27413.1,27428.6,620.001,17005269.2853
1696866900000,27428.6,27448.2,27424.4,27429.8,286.076,7850121.697
1696867200000,27429.8,27465.2,27353.5,27451.9,2706.477,74165762.80859999
1696867500000,27451.9,27498.3,27438.9,27486,675.367,18556423.7069
1696867800000,27486,27486.1,27426.3,27450.1,383.189,10519499.7234
1696868100000,27450.1,27510.2,27440.6,27493.1,777.551,21371550.2687
1696868400000,27493.1,27537.5,27488.1,27508.3,574.762,15815215.2026
1696868700000,27508.3,27510,27315.4,27381.1,3306.532,90506328.9043
1696869000000,27381.1,27448,27381.1,27443.3,1477.488,40513747.564
1696869300000,27443.3,27445.4,27316.4,27324.8,799.147,21877479.4003
1696869600000,27324.8,27386.8,27250,27310.3,4995.239,136423008.96919999
1696869900000,27310.3,27368.6,27269.9,27352.7,1603.812,43821060.0991
1696870200000,27352.7,27376.5,27327.5,27376.5,545.801,14927239.569
1696870500000,27376.5,27405.6,27362.8,27390.9,641.627,17568544.0753
1696870800000,27390.9,27392.7,27354.3,27354.4,391.203,10707438.0337
1696871100000,27354.4,27370.6,27333.5,27355.6,364.793,9977171.2102
1696871400000,27355.6,27387.9,27355.5,27382.8,223.919,6129560.6183
1696871700000,27382.8,27438.9,27382.8,27422.5,748.006,20509240.0642
1696872000000,27422.5,27436,27400.3,27435.1,448.386,12292119.6385
1696872300000,27435.1,27460.6,27430.8,27458.1,561.4,15409920.8924
1696872600000,27458.1,27490.5,27454.6,27469.4,493.382,13554065.8291
1696872900000,27469.4,27503.9,27457.8,27502.6,356.017,9784308.8513
1696873200000,27502.6,27530.1,27486.9,27487,1118.249,30763305.3869
1696873500000,27487,27548,27476.8,27536,851.811,23442737.9377
1696873800000,27536,27581,27511.7,27573.8,1356.094,37370504.5985
1696874100000,27573.8,27586,27548.1,27583.2,691.02,19049668.2653
1696874400000,27583.2,27674.4,27574.4,27640.3,2761.883,76315669.0412
1696874700000,27640.3,27640.4,27609.2,27619.9,916.853,25326415.4845
1696875000000,27619.9,27630,27598.2,27624,620.153,17125088.6493
1696875300000,27624,27643.7,27601.7,27606.6,512.924,14169944.48
1696875600000,27606.6,27625.5,27606.6,27625,171.42,4733846.1141
1696875900000,27625,27645,27616.6,27644.9,311.823,8616545.3694
1696876200000,27644.9,27738.2,27644.9,27666,2869.939,79480261.87800001
1696876500000,27666,27666,27610,27621.6,640.595,17698101.4021
1696876800000,27621.6,27644,27609,27617.6,356.554,9849306.5072
1696877100000,27617.6,27622.6,27571,27574.1,672.158,18546844.974
1696877400000,27574.1,27598,27572.2,27572.2,229.601,6332805.3249
1696877700000,27572.2,27592.3,27547.4,27552.3,404.695,11154887.1437
1696878000000,27552.3,27568.2,27524.6,27568.2,685.413,18878515.2263
1696878300000,27568.2,27595.3,27568.1,27577.8,235.034,6482832.2279
1696878600000,27577.8,27594.6,27565,27593.4,210.083,5794712.7137
1696878900000,27593.4,27593.4,27575.1,27575.2,127.793,3524858.3549
1696879200000,27575.2,27635.4,27575.2,27629.3,322.071,8890335.9064
1696879500000,27629.3,27629.4,27602,27605.3,172.43,4761326.7603
1696879800000,27605.3,27605.8,27572.2,27572.3,105.923,2922184.9906
1696880100000,27572.3,27615,27566.3,27612.5,161.82,4463979.6781
1696880400000,27612.5,27612.5,27556.2,27556.3,548.638,15131199.7554
1696880700000,27556.3,27603.1,27556.2,27603.1,229.803,6337131.1233
1696881000000,27603.1,27603.1,27568.5,27568.5,138.155,3812109.3724
1696881300000,27568.5,27605,27568.5,27604.9,107.633,2969344.6854
1696881600000,27604.9,27620,27589.1,27620,136.082,3755938.0285
1696881900000,27620,27643.7,27598.3,27598.9,459.449,12692194.1376
1696882200000,27598.9,27599,27574.5,27585.5,138.76,3827583.8585
1696882500000,27585.5,27598.3,27569.1,27595.5,87.285,2407552.9899
1696882800000,27595.5,27605.9,27588.8,27598.4,280.607,7743953.2703
1696883100000,27598.4,27603.1,27580.2,27580.2,87.208,2406234.7445
1696883400000,27580.2,27580.8,27570.1,27576.1,141.882,3912229.8878
1696883700000,27576.1,27585,27569.5,27584.9,147.578,4069397.525
1696884000000,27584.9,27585,27572.7,27574.6,53.496,1475332.6924
1696884300000,27574.6,27582.3,27570,27571.8,75.327,2077155.2786
1696884600000,27571.8,27574.9,27541.5,27541.5,331.993,9149210.3526
1696884900000,27541.5,27570.2,27541.5,27557.4,308.246,8495642.0848
1696885200000,27557.4,27572,27557.3,27572,54.512,1502645.2078
1696885500000,27572,27572,27565,27565.1,50.498,1392165.8325
1696885800000,27565.1,27567.9,27545.1,27552.2,252.405,6955603.1012
1696886100000,27552.2,27591.9,27542,27575.9,233.478,6435666.7552
1696886400000,27575.9,27601.4,27575.8,27595.1,103.232,2848450.998
1696886700000,27595.1,27596.5,27581.9,27582,89.388,2465806.6811
1696887000000,27582,27590,27581.9,27589.9,22.861,630694.8959
1696887300000,27589.9,27590,27579.4,27585,28.313,780987.3817
1696887600000,27585,27621.7,27585,27621.7,191.379,5284019.0109
1696887900000,27621.7,27624.5,27612.4,27612.4,105.002,2899935.5153
1696888200000,27612.4,27612.5,27595.9,27595.9,49.024,1353227.7377
1696888500000,27595.9,27608.8,27594.9,27608.4,69.837,1927498.8184
